Herrero Soto, ALBERTO (Master)	jedi	Angoon	0583,0428,0135
Molina Sanz, RUBEN (Master)	jedi	Angoon	0583,0428,0135
Gutierrez Carrasco, DAVID (Master)	jedi	Angoon	0583,0428,0135
Pastor Suarez, CONCEPCION (Master)	jedi	Angoon	0583,0428,0135
Gil Herrero, LUCIA (Master)	jedi	Angoon	0583,0428,0135
Molina Castillo, ROSARIO (Master)	jedi	Angoon	0583,0428,0135
Delgado Ruiz, MATEO (Lord)	sith	Angoon	0583,0428,0135
Vazquez Castillo, SERGIO (Lord)	sith	Angoon	0583,0428,0135
Vargas Sanz, IKER (Lord)	sith	Angoon	0583,0428,0135
Garrido Pastor, JAIME (Lord)	sith	Angoon	0583,0428,0135
Roman Ibanez, ENCARNACION (Lord)	sith	Angoon	0583,0428,0135
Moreno Iglesias, FATIMA (Lord)	sith	Angoon	0583,0428,0135
Vazquez Pascual, MARIA SOLEDAD (Lord)	sith	Angoon	0583,0428,0135
Ortiz Flores, MARIA LUISA (Sra.)	female	Angoon	0583,0428,0135
Parra Carrasco, MARIA ROSARIO (Sra.)	female	Angoon	0583,0428,0135
Delgado Ortega, MARIA ELENA (Sra.)	female	Angoon	0583,0428,0135
Lozano Nieto, FRANCISCA (Sra.)	female	Angoon	0583,0428,0135
Soler Bravo, SUSANA (Sra.)	female	Angoon	0583,0428,0135
Arias Ramirez, SONIA (Sra.)	female	Angoon	0583,0428,0135
Torres Montero, INMACULADA (Sra.)	female	Angoon	0583,0428,0135
Bravo Gomez, ALBA (Sra.)	female	Angoon	0583,0428,0135
Ortiz Herrera, GUILLERMO (Sr.)	male	Angoon	0583,0428,0135
Lorenzo Castillo, JUAN MANUEL (Sr.)	male	Angoon	0583,0428,0135
Mora Mora, DOMINGO (Sr.)	male	Angoon	0583,0428,0135
Vargas Hidalgo, ADRIAN (Sr.)	male	Angoon	0583,0428,0135
Garcia Santos, JUAN CARLOS (Sr.)	male	Angoon	0583,0428,0135
Molina Dominguez, MARIANO (Sr.)	male	Angoon	0583,0428,0135
Montero Santana, MARCOS (Sr.)	male	Angoon	0583,0428,0135
Alonso Cruz, CESAR (Sr.)	male	Angoon	0583,0428,0135
Ferrer Moreno, MOHAMED (Master)	jedi	Bakerville	0626,0621,0100
Garrido Molina, MARTA (Master)	jedi	Bakerville	0626,0621,0100
Parra Ortega, ALFREDO (Master)	jedi	Bakerville	0626,0621,0100
Ramos Ortiz, SANTIAGO (Master)	jedi	Bakerville	0626,0621,0100
Martinez Herrera, MARIA LUISA (Master)	jedi	Bakerville	0626,0621,0100
Gallardo Ortiz, JOSE MANUEL (Master)	jedi	Bakerville	0626,0621,0100
Prieto Crespo, ALVARO (Master)	jedi	Bakerville	0626,0621,0100
Flores Ramos, ANA (Master)	jedi	Bakerville	0626,0621,0100
Diez Martin, DANIEL (Master)	jedi	Bakerville	0626,0621,0100
Ibanez Gomez, JOSE ANTONIO (Master)	jedi	Bakerville	0626,0621,0100
Garrido Vazquez, MARTIN (Master)	jedi	Bakerville	0626,0621,0100
Dominguez Vargas, SONIA (Master)	jedi	Bakerville	0626,0621,0100
Leon Aguilar, MARCOS (Master)	jedi	Bakerville	0626,0621,0100
Delgado Aguilar, MARIA JOSE (Master)	jedi	Bakerville	0626,0621,0100
Cortes Rubio, JUAN MANUEL (Master)	jedi	Bakerville	0626,0621,0100
Sanz Vicente, ENCARNACION (Master)	jedi	Bakerville	0626,0621,0100
Moreno Dominguez, ELENA (Master)	jedi	Bakerville	0626,0621,0100
Ruiz Rubio, ANA (Master)	jedi	Bakerville	0626,0621,0100
Soler Iglesias, ANTONIA (Master)	jedi	Bakerville	0626,0621,0100
Prieto Pastor, NATALIA (Master)	jedi	Bakerville	0626,0621,0100
Esteban Lopez, MARIA MAR (Master)	jedi	Bakerville	0626,0621,0100
Velasco Sanz, JULIAN (Lord)	sith	Bakerville	0626,0621,0100
Dominguez Martinez, GABRIEL (Lord)	sith	Bakerville	0626,0621,0100
Diez Cambil, ALVARO (Lord)	sith	Bakerville	0626,0621,0100
Gonzalez Esteban, SAMUEL (Lord)	sith	Bakerville	0626,0621,0100
Lorenzo Reyes, JOSE ANGEL (Lord)	sith	Bakerville	0626,0621,0100
Santos Romero, RAFAEL (Lord)	sith	Bakerville	0626,0621,0100
Flores Moya, RUBEN (Lord)	sith	Bakerville	0626,0621,0100
Moreno Martin, ALFONSO (Lord)	sith	Bakerville	0626,0621,0100
Mora Fuentes, EVA MARIA (Lord)	sith	Bakerville	0626,0621,0100
Cano Gil, MARIA SOLEDAD (Sra.)	female	Bakerville	0626,0621,0100
Rey Álvarez, MARIA (Sra.)	female	Bakerville	0626,0621,0100
Fuentes Rodriguez, YOLANDA (Sra.)	female	Bakerville	0626,0621,0100
Serrano Gomez, MARTA (Sra.)	female	Bakerville	0626,0621,0100
Serrano Bravo, RAQUEL (Sra.)	female	Bakerville	0626,0621,0100
Soler Benitez, BEATRIZ (Sra.)	female	Bakerville	0626,0621,0100
Leon Soler, ANDREA (Sra.)	female	Bakerville	0626,0621,0100
Carrasco Pastor, XAVIER (Sr.)	male	Bakerville	0626,0621,0100
Cambil Romero, JUAN MANUEL (Sr.)	male	Bakerville	0626,0621,0100
Sanz Ibanez, ANDRES (Sr.)	male	Bakerville	0626,0621,0100
Fuentes Cabrera, JUAN (Sr.)	male	Bakerville	0626,0621,0100
Ortiz Pastor, IVAN (Sr.)	male	Bakerville	0626,0621,0100
Reyes Garcia, TOMAS (Sr.)	male	Bakerville	0626,0621,0100
Marquez Herrero, MARTIN (Sr.)	male	Bakerville	0626,0621,0100
Gallego Crespo, JUAN MANUEL (Sr.)	male	Bakerville	0626,0621,0100
Rubio Iglesias, MARIA DOLORES (Master)	jedi	Bear Creek	0098,0538,0085
Vicente Caballero, JUAN MANUEL (Master)	jedi	Bear Creek	0098,0538,0085
Pena Gutierrez, ALEX (Master)	jedi	Bear Creek	0098,0538,0085
Santana Alonso, RUBEN (Master)	jedi	Bear Creek	0098,0538,0085
Martinez Moya, PAULA (Master)	jedi	Bear Creek	0098,0538,0085
Herrera Nieto, ISABEL (Master)	jedi	Bear Creek	0098,0538,0085
Castillo Bravo, ROBERTO (Master)	jedi	Bear Creek	0098,0538,0085
Moya Campos, ALBERTO (Master)	jedi	Bear Creek	0098,0538,0085
Torres Martinez, JOSE MANUEL (Master)	jedi	Bear Creek	0098,0538,0085
Martin Carmona, MOHAMED (Master)	jedi	Bear Creek	0098,0538,0085
Martinez Martinez, AITOR (Lord)	sith	Bear Creek	0098,0538,0085
Pena Navarro, JUAN LUIS (Lord)	sith	Bear Creek	0098,0538,0085
Rodriguez Dominguez, JOSE ANGEL (Lord)	sith	Bear Creek	0098,0538,0085
Pascual Santiago, ALEX (Lord)	sith	Bear Creek	0098,0538,0085
Campos Iglesias, NATALIA (Lord)	sith	Bear Creek	0098,0538,0085
Arias Crespo, LIDIA (Lord)	sith	Bear Creek	0098,0538,0085
Gutierrez Delgado, FRANCISCO (Lord)	sith	Bear Creek	0098,0538,0085
Ortiz Delgado, RODRIGO (Lord)	sith	Bear Creek	0098,0538,0085
Lozano Bravo, MARIA ANGELES (Lord)	sith	Bear Creek	0098,0538,0085
Soler Gonzalez, JOSE LUIS (Lord)	sith	Bear Creek	0098,0538,0085
Santos Hidalgo, GUILLERMO (Lord)	sith	Bear Creek	0098,0538,0085
Bravo Ortiz, ROSA MARIA (Sra.)	female	Bear Creek	0098,0538,0085
Roman Caballero, LAURA (Sra.)	female	Bear Creek	0098,0538,0085
Gonzalez Cabrera, LIDIA (Sra.)	female	Bear Creek	0098,0538,0085
Diaz Marquez, MARIA JOSE (Sra.)	female	Bear Creek	0098,0538,0085
Dominguez Crespo, FRANCISCA (Sra.)	female	Bear Creek	0098,0538,0085
Mora Hernandez, VICTORIA (Sra.)	female	Bear Creek	0098,0538,0085
Fernandez Ruiz, JUAN ANTONIO (Sr.)	male	Bear Creek	0098,0538,0085
Lozano Navarro, ANDRES (Sr.)	male	Bear Creek	0098,0538,0085
Castro Vicente, VICTOR (Sr.)	male	Bear Creek	0098,0538,0085
Hidalgo Rey, MONICA (Master)	jedi	Bear city	0088,0567,0075
Serrano Garrido, JUAN (Master)	jedi	Bear city	0088,0567,0075
Guerrero Velasco, ANTONIA (Master)	jedi	Bear city	0088,0567,0075
Herrera Sanchez, RAQUEL (Lord)	sith	Bear city	0088,0567,0075
Morales Guerrero, MIRIAM (Lord)	sith	Bear city	0088,0567,0075
Marquez Rodriguez, LIDIA (Lord)	sith	Bear city	0088,0567,0075
Montoro Carmona, CELIA (Sra.)	female	Bear city	0088,0567,0075
Fuentes Fuentes, MARCOS (Sr.)	male	Bear city	0088,0567,0075
Ortega Ortiz, OSCAR (Sr.)	male	Bear city	0088,0567,0075
Fernandez Velasco, LUCAS (Sr.)	male	Bear city	0088,0567,0075
Nieto Lozano, RODRIGO (Sr.)	male	Bear city	0088,0567,0075
Ibanez Velasco, SERGIO (Sr.)	male	Bear city	0088,0567,0075
Mora Bravo, ALFREDO (Sr.)	male	Bear city	0088,0567,0075
Nunez Pastor, HUGO (Sr.)	male	Bear city	0088,0567,0075
Ramirez Garcia, ALFREDO (Sr.)	male	Bear city	0088,0567,0075
Flores Gallego, CLAUDIA (Master)	jedi	Bonnakas	0646,0689,0085
Flores Soto, RODRIGO (Master)	jedi	Bonnakas	0646,0689,0085
Diaz Ortiz, MONICA (Master)	jedi	Bonnakas	0646,0689,0085
Fernandez Cambil, PEDRO (Master)	jedi	Bonnakas	0646,0689,0085
Ibanez Rubio, TOMAS (Master)	jedi	Bonnakas	0646,0689,0085
Santiago Torres, CLAUDIA (Master)	jedi	Bonnakas	0646,0689,0085
Santana Pascual, NATALIA (Lord)	sith	Bonnakas	0646,0689,0085
Roman Marin, SANTIAGO (Lord)	sith	Bonnakas	0646,0689,0085
Garcia Álvarez, JOAQUIN (Lord)	sith	Bonnakas	0646,0689,0085
Ramos Rodriguez, LUCIA (Lord)	sith	Bonnakas	0646,0689,0085
Fernandez Esteban, MARIO (Lord)	sith	Bonnakas	0646,0689,0085
Cortes Vargas, EDUARDO (Lord)	sith	Bonnakas	0646,0689,0085
Cortes Soler, DANIEL (Lord)	sith	Bonnakas	0646,0689,0085
Hidalgo Hernandez, FRANCISCA (Sra.)	female	Bonnakas	0646,0689,0085
Roman Soler, FATIMA (Sra.)	female	Bonnakas	0646,0689,0085
Soto Flores, LAURA (Sra.)	female	Bonnakas	0646,0689,0085
Perez Pastor, ESTHER (Sra.)	female	Bonnakas	0646,0689,0085
Suarez Gomez, NATALIA (Sra.)	female	Bonnakas	0646,0689,0085
Reyes Campos, ESTHER (Sra.)	female	Bonnakas	0646,0689,0085
Romero Garrido, ELENA (Sra.)	female	Bonnakas	0646,0689,0085
Gallardo Gutierrez, ROSARIO (Sra.)	female	Bonnakas	0646,0689,0085
Soler Suarez, JUAN FRANCISCO (Sr.)	male	Bonnakas	0646,0689,0085
Martin Blesa, DANIEL (Sr.)	male	Bonnakas	0646,0689,0085
Iglesias Arias, PEDRO (Sr.)	male	Bonnakas	0646,0689,0085
Arias Pastor, VICTOR MANUEL (Sr.)	male	Bonnakas	0646,0689,0085
Lopez Blesa, ALEX (Sr.)	male	Bonnakas	0646,0689,0085
Campos Ortiz, JOAN (Sr.)	male	Bonnakas	0646,0689,0085
Garrido Carmona, PEDRO (Sr.)	male	Bonnakas	0646,0689,0085
Medina Nieto, JOSE FRANCISCO (Sr.)	male	Bonnakas	0646,0689,0085
Romero Rodriguez, RICARDO (Sr.)	male	Bonnakas	0646,0689,0085
Ruiz Alonso, ADRIAN (Master)	jedi	Chenega	0667,0263,0070
Saez Jimenez, CRISTINA (Master)	jedi	Chenega	0667,0263,0070
Cruz Romero, MARIA ELENA (Master)	jedi	Chenega	0667,0263,0070
Esteban Marquez, AITOR (Master)	jedi	Chenega	0667,0263,0070
Serrano Soler, ALICIA (Master)	jedi	Chenega	0667,0263,0070
Nieto Saez, DOLORES (Lord)	sith	Chenega	0667,0263,0070
Santiago Ibanez, FATIMA (Lord)	sith	Chenega	0667,0263,0070
Caballero Marin, EMILIO (Lord)	sith	Chenega	0667,0263,0070
Navarro Marin, ANGELA (Lord)	sith	Chenega	0667,0263,0070
Gomez Montero, JOSE IGNACIO (Lord)	sith	Chenega	0667,0263,0070
Montoro Lozano, CARLA (Sra.)	female	Chenega	0667,0263,0070
Hidalgo Alonso, MARIA VICTORIA (Sra.)	female	Chenega	0667,0263,0070
Moreno Aguilar, AINHOA (Sra.)	female	Chenega	0667,0263,0070
Arias Vega, NOELIA (Sra.)	female	Chenega	0667,0263,0070
Lopez Vega, HECTOR (Sr.)	male	Chenega	0667,0263,0070
Gimenez Garrido, MARIA MERCEDES (Master)	jedi	Chugak Forest	0175,0682,0100
Ferrer Crespo, YOLANDA (Master)	jedi	Chugak Forest	0175,0682,0100
Flores Mora, JULIAN (Master)	jedi	Chugak Forest	0175,0682,0100
Martin Montero, JOSE MANUEL (Master)	jedi	Chugak Forest	0175,0682,0100
Gonzalez Cruz, JULIAN (Master)	jedi	Chugak Forest	0175,0682,0100
Herrera Vazquez, ROCIO (Master)	jedi	Chugak Forest	0175,0682,0100
Gil Blesa, CRISTIAN (Master)	jedi	Chugak Forest	0175,0682,0100
Sanz Guerrero, JOSE LUIS (Master)	jedi	Chugak Forest	0175,0682,0100
Vargas Ramirez, ALBA (Master)	jedi	Chugak Forest	0175,0682,0100
Mora Duran, ISABEL (Master)	jedi	Chugak Forest	0175,0682,0100
Marin Santiago, ANA BELEN (Master)	jedi	Chugak Forest	0175,0682,0100
Munoz Soto, MARC (Master)	jedi	Chugak Forest	0175,0682,0100
Roman Montero, ANA MARIA (Master)	jedi	Chugak Forest	0175,0682,0100
Cruz Serrano, MARIA DOLORES (Master)	jedi	Chugak Forest	0175,0682,0100
Álvarez Gil, JOSEP (Master)	jedi	Chugak Forest	0175,0682,0100
Rodriguez Delgado, JOSE MANUEL (Master)	jedi	Chugak Forest	0175,0682,0100
Martinez Esteban, MARIA ANTONIA (Master)	jedi	Chugak Forest	0175,0682,0100
Caballero Crespo, MIRIAM (Master)	jedi	Chugak Forest	0175,0682,0100
Gimenez Reyes, MARIA ANTONIA (Master)	jedi	Chugak Forest	0175,0682,0100
Ramos Gomez, MARIA ROSARIO (Master)	jedi	Chugak Forest	0175,0682,0100
Caballero Blanco, SONIA (Master)	jedi	Chugak Forest	0175,0682,0100
Ruiz Arias, VERONICA (Lord)	sith	Chugak Forest	0175,0682,0100
Montero Santos, NATALIA (Lord)	sith	Chugak Forest	0175,0682,0100
Nieto Cabrera, FELIPE (Lord)	sith	Chugak Forest	0175,0682,0100
Moreno Duran, NATALIA (Lord)	sith	Chugak Forest	0175,0682,0100
Ramirez Gonzalez, OLGA (Lord)	sith	Chugak Forest	0175,0682,0100
Cabrera Soto, MONTSERRAT (Sra.)	female	Chugak Forest	0175,0682,0100
Rubio Ramirez, ANGELA (Sra.)	female	Chugak Forest	0175,0682,0100
Romero Lozano, PATRICIA (Sra.)	female	Chugak Forest	0175,0682,0100
Cambil Ramos, EVA MARIA (Sra.)	female	Chugak Forest	0175,0682,0100
Martin Molina, MARIA CARMEN (Sra.)	female	Chugak Forest	0175,0682,0100
Rodriguez Castillo, ALBA (Sra.)	female	Chugak Forest	0175,0682,0100
Crespo Campos, LUCIA (Sra.)	female	Chugak Forest	0175,0682,0100
Pastor Garcia, JUANA (Sra.)	female	Chugak Forest	0175,0682,0100
Gallardo Pascual, ELENA (Sra.)	female	Chugak Forest	0175,0682,0100
Ibanez Medina, JOAN (Sr.)	male	Chugak Forest	0175,0682,0100
Munoz Gil, SALVADOR (Sr.)	male	Chugak Forest	0175,0682,0100
Diez Rubio, JOSEP (Sr.)	male	Chugak Forest	0175,0682,0100
Soto Flores, JOSE IGNACIO (Sr.)	male	Chugak Forest	0175,0682,0100
Duran Benitez, FRANCISCO JAVIER (Sr.)	male	Chugak Forest	0175,0682,0100
Guerrero Torres, JULIO (Sr.)	male	Chugak Forest	0175,0682,0100
Gonzalez Cambil, ENRIQUE (Sr.)	male	Chugak Forest	0175,0682,0100
Santiago Gonzalez, FRANCISCO (Sr.)	male	Chugak Forest	0175,0682,0100
Reyes Ruiz, PEDRO (Sr.)	male	Chugak Forest	0175,0682,0100
Herrero Cambil, JOSE CARLOS (Sr.)	male	Chugak Forest	0175,0682,0100
Garcia Ortiz, DANIEL (Master)	jedi	Clark's Point	0858,0084,0090
Guerrero Morales, HECTOR (Master)	jedi	Clark's Point	0858,0084,0090
Velasco Montoro, VICTORIA (Lord)	sith	Clark's Point	0858,0084,0090
Medina Carrasco, NICOLAS (Lord)	sith	Clark's Point	0858,0084,0090
Crespo Dominguez, JOSE CARLOS (Lord)	sith	Clark's Point	0858,0084,0090
Saez Garrido, HUGO (Lord)	sith	Clark's Point	0858,0084,0090
Santiago Alonso, PATRICIA (Sra.)	female	Clark's Point	0858,0084,0090
Santiago Vargas, NEREA (Sra.)	female	Clark's Point	0858,0084,0090
Gimenez Ramos, ISABEL (Sra.)	female	Clark's Point	0858,0084,0090
Marquez Santos, ROSA (Sra.)	female	Clark's Point	0858,0084,0090
Blanco Vazquez, SONIA (Sra.)	female	Clark's Point	0858,0084,0090
Navarro Delgado, CARMEN (Sra.)	female	Clark's Point	0858,0084,0090
Torres Alonso, ALFREDO (Sr.)	male	Clark's Point	0858,0084,0090
Vega Gallardo, PEDRO (Sr.)	male	Clark's Point	0858,0084,0090
Flores Garrido, JORGE (Sr.)	male	Clark's Point	0858,0084,0090
Jimenez Lozano, SEBASTIAN (Master)	jedi	Cohoe	0851,0301,0150
Cabrera Serrano, MARIA MERCEDES (Master)	jedi	Cohoe	0851,0301,0150
Cortes Duran, SALVADOR (Master)	jedi	Cohoe	0851,0301,0150
Reyes Martinez, RAQUEL (Master)	jedi	Cohoe	0851,0301,0150
Santos Diaz, FELIX (Master)	jedi	Cohoe	0851,0301,0150
Montero Cambil, ALICIA (Master)	jedi	Cohoe	0851,0301,0150
Iglesias Bravo, NURIA (Master)	jedi	Cohoe	0851,0301,0150
Santos Soler, MARIA SOLEDAD (Master)	jedi	Cohoe	0851,0301,0150
Lopez Gallego, MARIA ISABEL (Master)	jedi	Cohoe	0851,0301,0150
Torres Gomez, EVA (Master)	jedi	Cohoe	0851,0301,0150
Martinez Gil, MARIANO (Lord)	sith	Cohoe	0851,0301,0150
Guerrero Calvo, JOAQUIN (Lord)	sith	Cohoe	0851,0301,0150
Ortiz Munoz, PEDRO (Lord)	sith	Cohoe	0851,0301,0150
Ibanez Ruiz, SANTIAGO (Lord)	sith	Cohoe	0851,0301,0150
Duran Fuentes, MARIA ANGELES (Lord)	sith	Cohoe	0851,0301,0150
Sanchez Benitez, TOMAS (Lord)	sith	Cohoe	0851,0301,0150
Santos Fernandez, JOAQUIN (Lord)	sith	Cohoe	0851,0301,0150
Roman Leon, SUSANA (Lord)	sith	Cohoe	0851,0301,0150
Santiago Sanchez, JUAN MANUEL (Lord)	sith	Cohoe	0851,0301,0150
Santana Sanz, JOSE MANUEL (Lord)	sith	Cohoe	0851,0301,0150
Marquez Hidalgo, MARIA JOSE (Sra.)	female	Cohoe	0851,0301,0150
Molina Parra, CLAUDIA (Sra.)	female	Cohoe	0851,0301,0150
Crespo Moreno, MARIA JOSE (Sra.)	female	Cohoe	0851,0301,0150
Fernandez Moreno, ELENA (Sra.)	female	Cohoe	0851,0301,0150
Montero Gonzalez, MARIA ROSA (Sra.)	female	Cohoe	0851,0301,0150
Carrasco Gonzalez, MARIA SOLEDAD (Sra.)	female	Cohoe	0851,0301,0150
Suarez Iglesias, CRISTINA (Sra.)	female	Cohoe	0851,0301,0150
Hernandez Moya, CATALINA (Sra.)	female	Cohoe	0851,0301,0150
Herrero Lozano, SANDRA (Sra.)	female	Cohoe	0851,0301,0150
Perez Moya, SARA (Sra.)	female	Cohoe	0851,0301,0150
Moya Pascual, VICTOR (Sr.)	male	Cohoe	0851,0301,0150
Nunez Castro, JORDI (Sr.)	male	Cohoe	0851,0301,0150
Crespo Santos, FELIPE (Sr.)	male	Cohoe	0851,0301,0150
Cambil Fernandez, IGNACIO (Sr.)	male	Cohoe	0851,0301,0150
Santana Marin, FRANCISCO JAVIER (Sr.)	male	Cohoe	0851,0301,0150
Esteban Ramirez, FRANCISCO JAVIER (Sr.)	male	Cohoe	0851,0301,0150
Fernandez Alonso, ALFREDO (Sr.)	male	Cohoe	0851,0301,0150
Fuentes Gutierrez, LUIS (Sr.)	male	Cohoe	0851,0301,0150
Garcia Dominguez, IKER (Sr.)	male	Cohoe	0851,0301,0150
Jimenez Carmona, SERGIO (Sr.)	male	Cohoe	0851,0301,0150
Calvo Flores, ADRIAN (Sr.)	male	Cohoe	0851,0301,0150
Nunez Ruiz, JUAN ANTONIO (Sr.)	male	Cohoe	0851,0301,0150
Campos Gomez, FRANCISCO JOSE (Sr.)	male	Cohoe	0851,0301,0150
Iglesias Ramos, IGNACIO (Sr.)	male	Cohoe	0851,0301,0150
Gimenez Nieto, AITOR (Sr.)	male	Cohoe	0851,0301,0150
Soto Diez, ANGELES (Master)	jedi	Cordova	0799,0382,0185
Ruiz Carrasco, ELENA (Master)	jedi	Cordova	0799,0382,0185
Santos Nieto, JAIME (Master)	jedi	Cordova	0799,0382,0185
Vega Sanchez, AINHOA (Master)	jedi	Cordova	0799,0382,0185
Saez Marin, IVAN (Master)	jedi	Cordova	0799,0382,0185
Cabrera Pena, JAIME (Master)	jedi	Cordova	0799,0382,0185
Flores Castillo, FELIPE (Master)	jedi	Cordova	0799,0382,0185
Lorenzo Castillo, FELIX (Master)	jedi	Cordova	0799,0382,0185
Esteban Arias, CAROLINA (Master)	jedi	Cordova	0799,0382,0185
Nunez Duran, DANIELA (Master)	jedi	Cordova	0799,0382,0185
Castro Crespo, CONCEPCION (Lord)	sith	Cordova	0799,0382,0185
Arias Medina, MARIA MERCEDES (Lord)	sith	Cordova	0799,0382,0185
Cruz Rodriguez, MARIA TERESA (Sra.)	female	Cordova	0799,0382,0185
Blesa Herrera, IRENE (Sra.)	female	Cordova	0799,0382,0185
Nunez Rodriguez, LORENA (Sra.)	female	Cordova	0799,0382,0185
Fernandez Nunez, NOELIA (Sra.)	female	Cordova	0799,0382,0185
Perez Hernandez, MARIA ISABEL (Sra.)	female	Cordova	0799,0382,0185
Ibanez Cano, NOELIA (Sra.)	female	Cordova	0799,0382,0185
Torres Cambil, MARIA PILAR (Sra.)	female	Cordova	0799,0382,0185
Arias Hernandez, MARIA CARMEN (Sra.)	female	Cordova	0799,0382,0185
Jimenez Cruz, AMPARO (Sra.)	female	Cordova	0799,0382,0185
Prieto Velasco, VICTORIA (Sra.)	female	Cordova	0799,0382,0185
Velasco Santana, MARIA NIEVES (Sra.)	female	Cordova	0799,0382,0185
Dominguez Serrano, RAQUEL (Sra.)	female	Cordova	0799,0382,0185
Ibanez Montoro, FELIPE (Sr.)	male	Cordova	0799,0382,0185
Reyes Soto, JOSE CARLOS (Sr.)	male	Cordova	0799,0382,0185
Duran Bravo, JORGE (Sr.)	male	Cordova	0799,0382,0185
Parra Ortiz, PABLO (Sr.)	male	Cordova	0799,0382,0185
Crespo Martinez, RAFAEL (Sr.)	male	Cordova	0799,0382,0185
Soler Saez, SERGIO (Sr.)	male	Cordova	0799,0382,0185
Blesa Medina, LORENA (Master)	jedi	Coruscant	0360,0396,0115
Mora Soler, SILVIA (Master)	jedi	Coruscant	0360,0396,0115
Cruz Garcia, MARIA LUISA (Master)	jedi	Coruscant	0360,0396,0115
Santana Diaz, CARLA (Master)	jedi	Coruscant	0360,0396,0115
Ramos Mendez, MARIA JESUS (Master)	jedi	Coruscant	0360,0396,0115
Ibanez Blesa, PEDRO (Master)	jedi	Coruscant	0360,0396,0115
Blesa Mendez, MARIA NIEVES (Master)	jedi	Coruscant	0360,0396,0115
Saez Molina, DIEGO (Master)	jedi	Coruscant	0360,0396,0115
Aguilar Martin, RAMON (Lord)	sith	Coruscant	0360,0396,0115
Torres Aguilar, MARIA ANTONIA (Lord)	sith	Coruscant	0360,0396,0115
Arias Herrera, MARIANO (Lord)	sith	Coruscant	0360,0396,0115
Rodriguez Esteban, MARIA ISABEL (Lord)	sith	Coruscant	0360,0396,0115
Fuentes Gallego, MARINA (Lord)	sith	Coruscant	0360,0396,0115
Nieto Cruz, INES (Lord)	sith	Coruscant	0360,0396,0115
Gutierrez Cano, ALVARO (Lord)	sith	Coruscant	0360,0396,0115
Marin Lorenzo, VICTOR MANUEL (Lord)	sith	Coruscant	0360,0396,0115
Arias Dominguez, MARIA CRISTINA (Sra.)	female	Coruscant	0360,0396,0115
Leon Castillo, MONICA (Sra.)	female	Coruscant	0360,0396,0115
Iglesias Ortiz, MONTSERRAT (Sra.)	female	Coruscant	0360,0396,0115
Reyes Gimenez, MONICA (Sra.)	female	Coruscant	0360,0396,0115
Crespo Duran, MONICA (Sra.)	female	Coruscant	0360,0396,0115
Nunez Rodriguez, MARIA MERCEDES (Sra.)	female	Coruscant	0360,0396,0115
Velasco Mora, DANIELA (Sra.)	female	Coruscant	0360,0396,0115
Blesa Benitez, MARCOS (Sr.)	male	Coruscant	0360,0396,0115
Soto Mendez, ADRIAN (Sr.)	male	Coruscant	0360,0396,0115
Serrano Caballero, ROBERTO (Sr.)	male	Coruscant	0360,0396,0115
